Pig Manure (kg),Kitchen Food Waste (kg),Chicken Litter (kg),Cassava (kg),Bagasse Feed (kg),Energy Grass (kg),Banana Shafts (kg),Alcohol Waste (kg),Municipal Residue (kg),Fish Waste (kg),Water (L),Temperature (C),Humidity (%),C/N Ratio,Digester Temp (C),biogas_production
15.7334446,18.61624664,14.22580707,6.565661262,17.74155117,15.50503792,7.982681024,5.644845611,9.301813118,9.713028861,94.57097848,35.57287494,65.25404193,29.46877548,37.28006377,71.60426
21.09350467,15.61174266,8.679996914,13.49874216,16.96466718,14.33478543,6.062900931,3.62823269,15.1968895,4.134823467,177.0939681,27.92408246,61.24839683,28.01866729,33.82563908,73.80791
25.70586339,18.82372979,14.8546506,32.12376814,10.70486712,16.14282306,7.335499931,4.725659906,24.26771477,7.958543667,95.96866966,27.41706086,83.06123418,30.89128557,34.1720552,94.30817
37.64363038,13.47276834,22.67099219,3.060468269,12.14035084,9.91171955,6.169110728,7.569042157,14.13167631,6.921205361,141.070521,23.96759191,65.27332856,25.64898885,35.52510892,83.14006
49.69508911,24.00123816,13.89997836,16.31092381,13.47452936,5.060073999,7.302141251,3.08734609,15.13420415,10.27901148,89.18204695,27.61614524,69.37785572,25.10734092,36.40648534,101.51966
40.28092156,16.16006087,20.3153413,11.03904982,20.86452517,7.878842965,5.806415396,2.410277295,15.75063554,3.904998005,87.25430111,29.38140367,79.96610755,26.59472782,37.73823726,90.94867
33.05733894,26.53823299,14.03272399,24.1308826,25.00609234,16.25280369,8.285956506,2.555593475,12.96590682,3.960626239,98.69314946,27.54797643,93.11815621,26.09931731,34.76322039,97.85222
8.466501127,22.18798031,11.11779358,25.80092809,15.57297823,11.67317148,5.567628383,5.293570099,11.27143464,7.035274235,46.71623936,26.23146854,87.07556453,27.93332852,38.47069203,66.781265
28.37077305,24.48304678,17.94687219,12.07552796,14.95468779,14.95361536,6.490823311,6.782358895,17.30255215,4.580964238,170.6481312,29.04493174,83.01687971,27.34515162,35.11246779,92.39932
14.89874816,35.01286005,11.84848049,18.32344867,4.601940855,14.45117872,12.5563424,3.932778494,14.69149866,6.848445639,119.0506306,31.92843784,74.84708396,30.49775731,38.04436483,83.21115
42.7099044,21.24962168,16.48249212,21.67210032,21.7800209,15.59042841,6.793067509,6.433434347,8.099636392,7.369418005,101.0184654,34.24137283,87.00660159,24.90611583,36.71314246,103.78293
24.95764702,21.3647676,12.91560383,3.42397547,13.38083885,13.40151539,11.8505894,4.20759761,7.407628095,6.386835904,137.035315,28.85987216,66.0549632,25.54642179,36.55514287,72.48092
30.21587084,12.24858064,12.17946974,27.55487536,14.4483089,8.930015232,11.74792262,4.988558718,13.49501993,7.023409076,48.65254303,35.74786627,58.75864912,19.21023464,35.29615369,84.96708
25.54863164,26.68408876,16.58037787,25.00393868,21.59415678,9.241358527,9.356778959,6.830024635,13.96750503,5.665941103,118.3200402,32.99122093,77.61129902,24.04846938,37.88113744,96.152145
10.77151368,23.03903753,15.60377415,19.39280822,16.35234869,7.207657279,6.895226339,5.518687559,9.955386474,4.3907967,96.10435506,31.32315482,76.40097637,22.17302051,35.53626311,70.305664
33.09080262,17.95967201,18.08781646,30.32173671,15.91013513,9.039693055,6.028609424,5.494205234,4.350367731,5.339651648,135.8823378,28.82729678,63.07547028,27.43612829,33.67563086,90.89981
33.4237524,15.83437544,11.21753255,12.13529054,20.5662288,8.682231907,11.60879507,5.991987295,23.46076221,5.708332628,118.8772536,28.93660346,88.32707587,26.01088228,37.9977098,89.72961
37.97839614,15.80380114,8.98975471,17.43429043,2.145461603,17.79445849,9.314013154,1.572261245,19.18302111,9.797720613,82.55034813,31.31139156,74.88283073,23.29747372,34.74335611,87.25525
33.73977113,18.4471081,11.44604135,28.83013285,19.23265312,3.792264629,6.810611931,7.294344446,11.2258581,5.572278249,91.29445396,29.83961143,76.9444885,29.33115859,37.11262564,89.25681
21.00523274,15.71193363,16.5363955,36.20438325,18.84477344,7.43995733,7.730129681,6.385534521,17.17038121,6.612191501,51.07077131,32.61592097,74.86858697,25.10560155,37.47169946,88.10994
24.68935453,17.23143939,15.34458339,14.43258688,16.35334919,8.665658879,7.463828792,7.230408947,17.43257242,6.40954078,72.83260298,32.62020698,65.82903549,24.55886406,36.5449875,80.67515
8.837343654,21.11430178,14.70281225,18.27613819,12.94855875,10.93388045,12.90798908,3.397578657,14.65175552,7.908359805,151.8762948,26.81469111,61.85965445,23.98571426,35.35383931,73.04298
41.50774777,11.06268995,7.206458741,30.94288127,19.67926485,5.393177288,7.317433489,6.13177614,12.35577191,3.566711504,65.74168791,27.92479976,67.47427086,25.45858614,37.54975635,87.48076
41.20238128,9.318697248,1.650542726,15.85115022,18.98694783,8.123080234,8.697292293,4.368958009,8.419640078,7.276258129,116.9793238,32.11715425,53.3047554,25.74788665,33.33975661,80.86074
11.18009691,20.61399238,13.63284865,28.93743351,12.60214231,7.605255336,12.78948118,2.396783538,22.54110788,5.044056655,97.41076497,29.74501839,86.95315409,30.81171789,34.96944632,80.64761
28.69289686,8.498245991,18.32858922,7.852224239,2.409269973,10.10138689,7.245029294,6.339552668,16.07138262,6.189638904,106.1206085,27.48819551,80.55169569,25.87103668,33.59343643,69.852875
19.98465829,14.26321631,11.43341987,29.79563609,14.78921116,7.714447951,4.929124134,7.903688237,10.68773406,4.975868006,103.7374806,26.31046298,63.54436003,23.70173115,37.82834264,72.61829
21.2851339,31.72513249,5.889350777,12.67216581,24.46813852,5.543635801,9.253226928,5.651352552,4.237513275,5.553275202,60.48364186,32.07325603,60.45333106,27.19699721,36.66851852,77.15646
19.4005452,16.31845367,18.60552855,21.22503702,9.718940394,11.90777031,6.957798179,4.286756319,16.41759316,5.636621635,140.3907221,33.17129904,78.27929247,22.68138635,34.07108062,81.7592
24.18290803,17.87309613,6.176684181,20.8470291,22.66096363,8.729785274,8.140288325,5.559541383,7.820175377,7.402208302,76.70363634,28.42927922,82.20904696,24.44441284,33.77876145,74.02785
19.89433619,6.459660847,15.63414096,16.24412955,12.88382335,10.38770254,11.70150329,3.263687313,14.62015168,9.321977012,39.83400384,29.68067126,68.98268159,24.05498468,36.94057089,67.17454
13.46553054,5.044629412,16.96582041,22.56388599,17.91356724,8.410421216,11.19577429,0.434036847,10.1697708,4.26162757,84.05397891,32.70235511,57.01240064,26.39840314,40.00174555,65.814865
12.38606684,16.13997938,7.991801208,22.07341611,26.05507026,8.847781411,6.548576726,2.434366722,7.801588774,6.463620922,89.11045392,34.41698509,75.32899671,17.76730538,34.11974172,69.08775
17.92660577,17.46635926,15.28455835,15.63991736,8.024112449,8.003043942,5.189975838,3.660495329,13.47433633,5.784886048,139.0042515,32.14477919,59.72066026,23.72757765,32.66417131,72.583725
19.03843272,23.59594933,12.17142953,4.895351832,28.52665182,9.166110644,6.853652183,1.887634934,1.418879857,4.876472948,103.8705354,33.58921206,75.89173335,25.93549914,34.12833548,70.21611
33.31024214,17.07331884,9.816193124,27.99020097,20.18982701,13.30459,5.144629363,4.809471094,12.41156188,5.99084628,98.97769688,31.39714452,67.72084045,26.32640934,35.54206656,90.33356
7.636116954,24.51036095,9.78719397,12.95686431,9.047760265,10.63289235,12.47327132,4.778436316,9.250572852,8.18957245,101.2027451,27.65982583,85.63904748,23.02677384,32.78884122,61.69605
28.50557101,18.2544679,6.879412627,15.15973059,16.33166968,14.49194059,5.76363604,4.4959937,9.355677584,8.22090869,89.7976024,29.52918087,75.59177508,32.10497845,33.31923636,79.07628
29.28744322,14.28920544,11.88191917,17.13567045,22.26123061,12.74574501,10.55004819,6.876135047,12.05489148,6.42452498,126.7843921,33.08488967,89.28072559,23.4122827,39.84778129,85.713974
15.62163595,15.36995039,6.239394152,26.975468,7.432387691,6.48912732,5.371453112,6.746123612,1.875379168,3.803958556,71.9163549,25.39407135,81.91580962,21.25637343,34.32407272,55.557888
31.18555088,20.51060644,11.85916055,13.46019095,8.13862343,12.47616515,4.048254402,2.274843279,12.94456861,4.46003441,112.5185256,33.89739257,77.83915127,26.17961012,36.87816662,79.855865
16.36283547,21.40884532,8.74962975,19.33015737,14.34421236,10.50927065,4.271892198,10.39050707,12.45209217,5.28810195,166.6783025,28.97823511,93.11361283,24.14297205,34.45344509,74.97194
34.46672814,26.92170724,11.98036986,25.0443266,20.08453997,13.65938191,11.48832533,5.749437097,10.50002393,6.717091216,126.2597931,28.77917343,66.23321308,33.0324373,39.14766154,99.41322
28.688673,14.13374595,16.46853874,18.09908798,14.54624237,9.094434568,8.55762868,2.953435583,2.130402989,4.395320719,148.6711836,25.15126876,92.34964606,26.55621139,33.57882064,73.34603
16.54685069,13.86064836,14.78407832,15.65189746,16.92835753,12.71066317,15.26345315,1.097699606,5.410454248,4.581697711,122.884798,28.76951028,81.071841,20.80007528,38.79284376,67.18692
28.50273953,16.01907491,19.84325654,24.94735087,14.58059836,8.205826261,13.15047093,7.310450484,17.75584006,9.335372836,110.0580631,27.80048012,104.7287326,29.9265776,37.53589367,93.192474
18.08300672,26.50598227,10.19194407,11.57444417,24.93548428,13.38515246,7.756924158,5.082425935,10.03600254,5.529818478,78.46357836,25.62967445,78.65277882,21.26190602,36.85915689,73.49436
28.05361471,11.95801686,13.35059401,19.10043748,15.62125825,4.443502315,4.940879881,2.336216549,12.93131802,6.083033519,125.2016845,27.17944754,71.94496229,22.09044431,34.36207173,75.034195
47.1720058,27.14076127,11.70200917,9.58261561,21.15036494,12.91894761,8.377809511,3.229695966,3.874704018,3.240879945,97.50111594,31.75914651,58.9160017,25.46226273,35.41501393,95.38069
31.69027217,18.39629554,18.35990651,28.34344005,12.81877168,15.74133338,7.648299892,6.088219623,6.981169473,5.260580485,98.83601515,30.26650334,68.65645169,30.49139504,34.62323674,89.82005
10.83120914,16.48910231,10.3846453,17.6831414,20.23092288,9.301317289,5.97014011,7.846541871,11.57177052,8.307903675,50.96831327,23.28354801,86.16831042,22.38102168,36.92507414,62.792835
38.98974513,24.81721497,15.83990295,21.53552848,17.87401118,16.11998944,9.805292906,4.102211335,11.30869714,7.773531416,117.4921131,33.13701959,77.77396284,22.74423155,37.24547778,103.33262
13.19413405,16.5779698,9.819364746,12.87445425,20.80616774,10.63401772,3.77367866,4.978509043,1.605771949,9.709358645,97.78149063,34.44826226,84.94004497,22.49377973,35.40469115,63.07387
38.52536799,26.06216491,9.614313617,14.28531954,30.03383177,13.93316732,7.479262211,9.112562444,13.75383852,4.551567225,91.07709943,25.65240571,71.69773018,26.19792295,34.97650637,97.17969
33.33935327,17.57516374,13.60838403,22.1951657,10.07577113,5.019099519,7.360477797,4.754604779,15.4141153,10.42100967,96.52886978,29.01104313,73.47994306,28.25399879,35.0908259,86.28861
20.04788481,18.37570894,9.641451083,11.27112676,15.27976741,5.464401152,7.318848582,5.284493856,10.1345394,3.850652229,160.5992594,36.09760351,73.19624178,23.96116515,33.71213252,71.44725
19.09185952,8.29572596,2.68793147,21.06989945,13.23298043,5.492887788,7.733684512,4.516834289,15.65752085,4.274509929,92.21733244,35.90558479,73.40530477,25.84182599,34.91675285,63.446407
33.08885808,10.76110407,14.17275309,22.73478721,20.247066,11.30994564,10.37101477,7.277079453,8.608621885,5.718098874,92.39853199,33.00685626,77.56253413,28.91634842,34.58531615,85.2744
30.88675664,12.69908023,6.236103535,12.99654124,19.45825006,11.91317472,7.195716609,4.100631021,7.960074051,1.375591616,133.0374807,30.80253607,79.04450318,21.90707024,34.81183495,71.82254
8.003804402,21.9944238,10.40391068,14.35988788,14.30277049,11.77948533,5.552533851,7.074705421,11.98585521,5.630963226,67.60955742,31.70730901,66.14624824,26.20923795,38.02321355,63.41968
38.27427513,23.43912994,16.79899536,19.93358213,18.725883,7.415400482,7.099448984,4.926974513,10.82556149,6.260478301,70.04320624,26.20684576,68.12560825,26.40674213,33.75500381,92.61018
24.36999415,20.9578867,9.264452926,22.68461971,8.186442482,9.378215507,6.732320486,6.28536082,13.21379335,3.664704922,113.2820539,33.41529013,88.930707,32.26641756,35.7964835,78.68417
46.53517728,8.640391638,9.09841422,26.96582612,11.85876682,7.801163502,11.20319638,9.250332447,5.25081086,5.231726314,120.5900283,26.41518575,81.83026923,21.38641143,35.4277518,86.65852
15.31361554,21.40562637,19.49103972,13.63704772,12.71963544,13.11363152,7.463583393,6.332764812,12.87981971,4.600365532,92.4030637,32.47650204,69.99213422,21.86786864,37.87702381,74.41927
29.58160798,17.28693482,20.30098884,16.34080397,15.13796874,13.27629559,8.752720566,4.594828218,1.690495617,6.129688235,99.88759262,28.55056122,65.48406168,24.62561101,38.5926466,78.64737
27.30196493,0.774808575,9.713228174,23.0731884,2.351169403,10.33842679,7.324059936,3.484270474,14.54283251,6.303766341,73.1625246,32.0489189,76.68353933,25.90425076,35.7659163,65.344986
25.06891711,18.70527754,17.07882701,32.4876408,14.78515206,5.913610557,6.733870036,5.256727648,4.323602413,6.852504867,84.75025376,32.23601286,89.24818455,28.89419189,34.35168701,82.8477
32.38839588,26.45277364,2.194454797,16.92944668,13.67737735,5.222148302,6.204609147,6.992374854,17.1187142,5.955593796,122.1426091,29.09885876,76.38937699,29.56448792,36.77519158,84.3609
31.83655801,10.79136025,11.39230004,32.26701767,13.67059972,11.58434926,4.162936161,10.02218416,11.5230803,6.105701933,104.8973842,32.43085793,70.448615,25.8262394,36.17521197,86.22882
25.03304463,7.518378736,13.18741743,19.08877933,9.318660268,18.93425921,4.855686875,7.307516379,8.744172396,7.082833374,46.0958326,28.04595979,69.05835672,28.20849935,33.12711538,67.290596
29.77463499,13.99114909,6.632667142,9.076215633,11.55079932,7.702089743,12.0783936,3.06253376,9.245701706,6.537008342,70.22317461,29.18278652,74.36919202,22.28736949,35.71017457,66.91296
38.38407856,12.77343627,14.8724884,26.28385721,15.61181475,14.70505491,7.652590863,2.686461831,13.90400762,8.870338395,69.56942263,31.85135465,79.50689105,19.72384949,36.57873694,93.184944
33.95240885,17.21186325,20.15354629,20.44692911,22.55615205,6.044356775,7.62143859,6.043323081,11.55150021,4.29739923,58.26373401,25.40298338,75.34895591,32.68016657,37.46119219,87.31763
11.92782583,15.58620035,9.849546993,21.42915886,20.0935926,11.42262911,7.852086618,5.937671483,8.803985114,2.931266672,97.4471814,28.529074,79.07162008,24.59284982,32.47213453,63.855164
17.89988407,20.34062555,5.822192306,19.78670786,19.64642377,5.362290295,5.039144956,5.998341132,13.53070405,7.676624501,153.0612258,27.61531247,66.07092792,23.61550708,36.56311092,73.55875
9.178781599,26.20864124,14.6372264,23.21961657,20.23925732,6.4724313,9.445875888,7.881987417,4.063264233,7.008219619,50.06664349,30.40427015,91.83335919,23.92076038,36.2670692,70.14655
35.76321068,24.6039194,11.28854691,18.55779889,17.71112599,9.532005274,3.650162338,5.485568168,5.11694721,4.726370561,124.8749274,31.46367334,77.06082999,26.33271374,34.05914167,87.79867
16.52314166,12.39708194,11.79581315,7.261468781,16.06175081,9.333274057,5.758302057,8.638454861,15.0128731,7.53424074,69.57463203,28.76079349,80.34568343,20.89991145,35.10189878,62.387775
30.8368864,24.39616557,11.25051338,16.28042017,14.97748099,9.862535727,6.557753981,2.491379584,13.84405833,5.941762603,61.88221809,24.15084947,75.56875865,20.84105859,37.61071103,80.07321
15.61085705,11.53230619,18.69682477,30.05177136,12.42634842,8.583700839,5.487997783,4.498445111,16.33405759,8.644559577,122.5534705,28.49748193,81.60178039,22.55982944,35.16225324,77.72643
27.38419012,21.18665395,17.85200971,34.70658842,21.8738999,12.71664263,8.284017628,4.260453659,14.10567289,4.631698458,110.7504327,30.08084849,68.22629516,31.66931641,36.35573033,98.6123
21.70637064,20.06482819,7.816778052,32.35910058,21.3037831,10.73321282,6.127790856,4.534620097,8.759306198,4.960106226,101.8673067,29.1806544,84.47929649,21.27906846,35.66054498,80.05487
22.13861268,13.47262052,19.3311389,23.54490099,6.923348616,4.946880919,12.4490709,6.2510593,5.913318395,7.562171368,102.7490565,29.28569207,83.46522044,18.84202061,35.56042289,73.592926
30.75386039,10.17850011,12.00484377,11.03267793,11.06115942,13.27681006,8.745887102,5.524947372,4.281523591,7.440722939,65.29636409,31.00337129,81.99349432,25.48008254,33.27272258,67.589676
26.49389278,21.7023277,21.90164191,14.45903546,9.859490244,5.925801225,7.938259661,3.526502974,3.970123674,5.004015736,74.71446551,25.18856042,69.39124549,24.39203736,35.68504185,73.473206
31.36990567,9.081582581,14.70413405,16.72113662,26.32262117,10.60246884,11.6000272,2.395913479,9.799026646,4.500464129,156.1364128,29.3555577,61.31514755,26.04598093,33.90820448,83.23645
2.239138837,28.76800897,6.138008511,30.71906477,13.42440812,11.84779522,15.10742801,3.15889979,13.32680143,6.055235317,155.9510488,32.49798181,91.45174561,23.98331052,37.11291415,77.35594
48.05741823,5.285754693,10.40675326,26.35895056,15.0580083,17.71265087,9.743744504,6.661506686,15.7781901,9.809099979,67.46197211,21.62122038,69.70704148,30.41901042,35.17633399,92.88619
16.85277029,12.03947199,21.7029045,13.56201169,8.812668038,7.425450884,12.80787051,5.504997318,11.61965829,2.924335715,152.0534329,24.13986941,69.31660717,26.85188357,35.63673291,67.982124
28.34604277,9.976552055,7.733413235,26.11953641,17.6940978,5.43284827,8.858870295,7.413367708,3.856348353,8.306989153,97.18750931,24.19077129,74.15811367,22.0476333,36.42100406,70.07469
30.46400375,16.97064705,6.390933593,11.66116494,15.55340107,9.903115483,12.06808002,4.053918052,16.24719377,9.145143278,109.8812423,26.80053523,77.61640972,29.63849595,37.00955003,78.670135
36.53186229,6.543225884,8.89973654,15.28203829,21.3999558,6.53278324,11.72931093,5.817295085,11.08834614,8.072581043,99.80844953,29.72252622,56.96968396,23.37868478,34.79978657,78.92545
41.70427682,10.43523783,14.80778503,18.25963074,15.46216475,9.443537383,8.45030093,8.117726221,10.11282793,9.004429941,82.19473142,37.28994776,61.19713758,29.87496615,35.3503184,92.179276
26.23329095,16.27236237,5.164907103,11.49833893,17.46771503,12.45958368,2.57121331,4.783280425,8.47398878,5.864428655,80.92112324,28.33279823,80.54057002,24.07873287,33.84199402,66.2594
33.31205996,16.23240335,15.34595633,11.99169475,20.34411653,9.039976512,17.44055739,1.425003513,9.992422853,3.948220919,130.5701514,27.92569155,90.52616762,27.87197515,38.58342432,83.67347
22.98028725,30.78660488,11.29577649,13.88429247,16.74391028,4.980084503,3.636993663,6.906896632,10.78985589,8.106819686,94.83922534,24.04461224,84.08573051,30.05757842,40.44535238,78.270805
16.789076,20.01777089,19.63843207,23.23551414,19.13901822,6.481482184,11.48804949,3.425357446,21.06281122,8.080047734,72.45526711,31.15891958,65.31837638,22.3392191,36.79669238,85.88348
30.6346471,11.93614524,12.66245083,14.44638988,7.847040271,12.41193946,9.02991429,0.322627445,6.585308883,7.149902526,84.40020454,30.93620333,59.00283253,22.70424096,34.2954627,71.06411
16.42992637,15.22580047,12.49122673,32.30426159,16.19710231,4.507115919,7.569479467,4.765810854,17.77625241,4.637664378,118.8333669,28.36281439,79.34926807,24.33542618,37.36098322,77.41513
26.03224371,17.59480308,20.83469025,26.2928797,22.7297388,9.876057697,4.580933964,10.43503805,14.5956142,7.703470615,79.76031273,34.1438502,79.8091611,19.87857453,34.54017769,94.99104
19.50943709,18.9464041,12.5566447,32.78858842,25.46121186,11.84719762,7.617716088,6.52536513,9.590160879,2.833399611,84.90293846,34.17381505,72.26087368,25.01618902,35.93202525,84.99547
19.13508112,20.00435334,16.96976331,19.49305396,7.398662481,8.175728519,10.22203291,3.413732304,9.178048234,6.121053203,112.0417303,35.59687914,78.00141874,19.05832092,36.78875155,76.01311
20.81413853,16.27157131,10.86733177,25.71224351,11.13688773,14.67562017,4.785387582,7.569641142,10.29576589,6.678669924,89.81706682,31.03841136,85.07059858,24.87612939,37.8611462,75.568634
0.177159233,17.39541909,9.426517491,25.29931207,27.02342158,11.55889556,9.644023387,6.615073152,10.99653402,6.493250035,81.16130373,31.21485494,74.03197708,27.70316227,35.83436477,66.61653
16.83219855,13.35547773,6.707488091,22.07083781,18.32455001,11.6220548,6.158783655,4.986597987,14.86760725,4.439094566,142.1491956,28.48891101,65.02119841,27.37880845,35.86619013,70.65657
33.95187998,21.57148625,4.877893777,30.36672245,14.8398651,21.7813884,6.275033656,0.369598144,15.49455245,4.685242057,68.43131254,25.50891074,83.34615851,27.51432125,38.81360403,90.02268
14.65708789,14.12892226,14.94736094,27.73403083,21.02442295,13.78671498,8.029240159,4.319267776,14.24086214,4.565457453,93.25811347,30.53847299,73.22062381,26.10849659,32.80310234,78.58715
25.38727488,8.541371165,12.90193137,13.15672899,2.694372794,12.57887909,9.326055008,7.631823701,11.82673186,5.146580838,95.86609744,35.93443992,62.70858276,28.38153405,35.61228481,69.29077
24.49142443,12.7636032,16.41059907,18.75451296,17.32653957,3.17002848,4.980134098,6.311002737,23.9812848,10.56493093,82.76081291,23.34418192,83.87852794,22.61702074,33.13612675,80.92444
32.14684466,6.792416201,14.67928228,15.11889496,1.980128653,11.48711726,6.422752001,6.712346225,18.08349762,8.001513915,139.4852654,30.65275399,69.30707462,23.58738012,33.51981979,78.24921
24.32731492,10.9232872,13.37516678,14.1111601,22.02186459,9.166232683,5.714937598,3.115092369,8.551250323,5.902446531,121.1225706,29.97337442,62.77146859,27.73246551,34.96578273,71.59099
34.43793195,23.28712894,12.99939673,18.24923401,18.9679525,9.459663012,7.471249273,7.56950175,11.14868229,7.024338953,85.29628283,27.7307715,69.87706166,26.38476228,37.59447609,89.7939
37.2398779,7.496694902,8.882584699,39.25411667,7.874617922,9.327421801,9.218189296,4.871483227,13.51700855,5.412238377,89.89554723,30.52903291,96.15889017,27.04113677,39.21658406,87.02984
30.4748095,13.28316073,19.11836908,31.10411493,9.095477981,11.14860172,8.049512167,2.897299566,14.43761995,2.542858202,59.94664705,29.52479705,60.7917757,27.66628996,38.69195813,84.99858
22.28926717,15.73651783,12.85191806,22.12807857,6.788400748,15.65820127,9.479784958,6.76588684,9.610247367,5.430173872,108.0366323,33.40444253,71.85285477,27.77053012,32.1123664,75.8356
25.3317824,12.8063931,9.018248965,20.59052137,19.86024017,7.571130035,9.100109615,4.449464474,9.97878085,3.839721563,116.3798019,29.65257304,56.70594039,23.76792877,33.837947,73.43091
29.07188352,14.71826157,8.561535394,13.18144918,18.07437918,11.47325713,8.396633677,4.149563526,3.440719325,6.048123734,94.47318056,30.7267186,77.32427698,27.23864686,33.95840293,70.627686
43.6341869,10.32012863,17.93049445,22.98883144,9.330384528,11.34289833,10.943264,7.470597207,10.09532017,5.24716875,58.07049862,25.40900927,67.10285036,17.77854697,37.08302391,87.35663
39.81794293,17.4289864,12.52030622,19.17711771,21.1647601,12.18222574,11.25467414,4.422995284,5.066505318,7.727742273,119.6178654,31.95683889,69.63386389,20.8812406,36.51887448,93.00973
25.42046875,8.725799565,11.68901572,14.78765324,3.009007883,9.837032651,4.992635173,4.923246356,2.554182444,4.789157982,98.77098247,26.95850878,72.58014458,24.24703046,37.40041374,58.515556
33.49428367,19.7917248,20.08570222,18.7454593,15.87061612,6.665454435,6.528059483,7.102462359,5.977807757,5.440043332,44.21589461,31.8295352,82.31533938,26.79816068,35.61829163,85.049515
28.20046167,19.84418779,17.88408385,22.95118409,9.46123952,14.70071131,14.31364964,4.659189798,6.379304887,7.599380073,107.0691518,27.278722,76.04894071,21.86843853,41.79255076,84.251785
16.57357942,8.814416972,18.13396632,19.85378069,6.859638391,8.946914035,4.73144423,3.718417502,9.014726355,7.140940944,91.881234,32.86221104,78.1414148,24.14714022,37.14665147,64.45566
38.5442183,11.39062561,11.53739766,12.94824894,15.98141438,3.167933894,5.637580453,5.832161393,21.87169498,6.198490265,83.25160429,25.55504518,82.80791995,27.33711118,33.58681002,82.47029
32.98900999,13.54514913,12.84036623,14.1075075,9.539270487,8.589204464,5.55064502,9.648392511,12.90036247,6.723079139,93.62732049,34.6829646,60.59480742,27.32100521,36.19683353,81.4709
10.56573666,14.26564385,13.54333735,25.5231936,12.25558225,3.795433123,9.27996668,1.503349271,21.15070772,8.102918545,130.3636055,23.57345774,77.94690022,26.1063194,35.89593389,70.43317
18.31780126,15.13468486,14.35994155,11.80725608,18.79294476,13.43265934,7.561304633,6.074255637,14.01429529,4.386023323,88.69942895,28.57725476,69.06847833,26.06813633,38.24684025,69.791115
12.70936331,15.9754571,14.03443361,27.79907208,10.64151799,9.316107908,8.846673831,1.337846056,11.74109927,7.478542474,122.0764115,28.62519967,79.92255464,29.65174481,36.17016828,70.76376
9.750867872,11.02911501,5.310473766,13.13638034,20.97135028,9.171848177,13.0189655,5.008361026,18.6093228,7.199451671,63.89677986,38.40488514,84.66649656,27.68771572,34.1787724,67.68346
24.11504448,15.12231738,10.55159548,24.45822796,10.75480894,5.737671944,9.203347906,5.357667021,9.976774963,2.393496229,112.2329506,30.22420838,93.54656573,23.63076133,34.85886861,72.35387
37.84788435,19.25719905,14.10027311,8.581278107,10.64309009,12.86115846,11.12267485,4.540096758,5.617864819,3.499266283,115.4668902,25.93460227,71.15966023,28.83415859,34.85797889,80.48543
5.983811584,9.268002958,2.841752077,36.17617902,12.09124089,12.05796529,7.571550306,4.33275273,11.82197116,3.25076985,76.92844616,33.92441758,82.63548774,27.41852528,35.34128018,61.188282
46.72435302,17.93902069,17.42547997,13.76024364,13.64968603,8.067279109,6.559356614,4.413316736,15.40312929,5.618507372,152.6527724,28.48736661,71.58705317,20.83343181,37.865348,99.11827
36.05054748,22.67073476,17.28817651,21.79550646,25.04547242,1.907245793,10.80299943,6.164796889,23.58426347,6.727633663,121.5313313,35.98093347,68.62476506,30.64271183,35.92219705,109.864265
24.17745841,14.76426598,21.23312073,15.05593862,9.196265253,10.12221241,8.195917509,5.47140989,13.62427976,6.967831649,103.3086224,30.26280349,77.73298292,30.3796546,33.54373813,78.25145
7.351655993,8.964473635,15.40381066,35.56842257,12.38991556,6.890712442,0.552848259,5.846825194,22.51022266,5.523851695,51.43031262,29.83861006,76.45019385,24.88797527,37.64296123,71.101204
17.09951029,22.89743939,8.16573284,23.75216028,18.75000496,5.969784451,7.298665386,5.440080405,0.365752318,3.707061817,53.47959841,29.08291345,63.60532553,23.95895474,37.83673133,66.09136
28.98275477,2.992965863,1.5367079,6.463402317,0.268762084,6.35854218,6.2554207,4.661889884,15.00888476,3.605785555,72.11032786,27.93824279,72.7721479,23.20043014,36.99265202,53.17904
21.92745056,8.814767902,12.43599699,36.87850862,5.768601161,11.52324452,10.7846074,6.55486884,11.00542213,3.195061766,102.4278671,29.63474565,67.88297787,19.98085797,35.51101589,74.99298
33.24502113,13.97489067,16.99666877,16.73110529,29.90409376,11.9397983,14.47233425,1.599382751,6.491123501,6.261770005,81.32848564,33.42784226,75.87975442,24.07580083,37.47831643,89.33151
1.638055145,25.28499265,20.88224667,25.94061546,15.5421912,9.160436901,10.92051036,1.139160173,16.85804701,3.742233147,92.57086292,27.26797899,94.94528087,22.10131262,37.14552919,74.688385
24.39248766,4.985478908,1.169447358,2.753854258,10.37594918,10.9313136,11.69456883,8.630538703,11.56849379,5.048403074,124.7030593,26.58780941,67.11061699,25.47776448,38.84183568,54.861423
44.9247954,17.63772432,3.522937288,30.60438316,19.35849904,12.70395261,10.34662286,3.260298131,10.35950025,4.696183792,137.9626096,29.07781659,63.20861114,30.83035,34.4842474,97.60449
23.65430386,14.61333684,9.34988373,18.40316253,17.26817582,8.818025174,10.52252041,4.127061874,12.05321928,7.523572804,81.66516617,24.49657198,74.74054349,21.05382195,35.890595,69.912186
18.76923261,15.37930389,16.95078677,15.73086788,12.48538347,8.598420724,11.84829281,5.7881273,1.383142893,6.103103851,133.731359,36.3684167,68.9534915,24.0463981,38.90263342,71.20296
26.92361661,26.37713459,10.87721671,22.27332554,10.28293904,12.9936831,4.726760575,1.525279627,9.002624259,2.659214139,115.2502574,33.34368544,72.36113693,25.16222993,34.95895515,82.05331
